date,year,day_number,ID_NR,sex,age_class,age_for_analyses,lat,lon,s_length,girth,condition,mass,cub_status,cub_number,to_remove,index,cub_status_complete,ecot,ID_mat,age_mat,litter_size
1998-05-04T00:00:00Z,1998,124,23321,f,ad,15,75.988,40.943,191,104,2,NA,yr,1,0,23321_124_1998,n,O,NA,NA,NA
1998-05-04T00:00:00Z,1998,124,23322,m,yr,1,75.988,40.943,143,82,3,NA,NA,NA,0,23322_124_1998,n,NA,NA,NA,NA
1998-05-05T00:00:00Z,1998,125,23323,m,ad,11,75.855,40.417,219,142,3,NA,NA,NA,0,23323_125_1998,n,NA,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23324,f,ad,20,75.957,39.147,194,116,3,NA,n,NA,0,23324_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23325,f,ad,15,76.018,39.455,197,110,3,NA,yr,1,0,23325_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23326,f,yr,1,76.018,39.455,159,88,3,NA,NA,NA,0,23326_127_1998,n,NA,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23327,m,ad,12,75.938,39.885,212,123,3,NA,NA,NA,0,23327_127_1998,n,NA,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23328,m,ad,12,75.762,38.212,226,135,3,NA,NA,NA,0,23328_127_1998,n,NA,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23329,f,ad,5,75.762,38.212,178,102,3,NA,n,NA,0,23329_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23330,f,ad,14,76.133,38.15,202,122,3,NA,n,NA,0,23330_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23331,f,ad,14,76.09,38.68,192,114,3,NA,yr,2,0,23331_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23332,f,yr,1,76.09,38.68,143,72,2,NA,NA,NA,0,23332_127_1998,n,O,NA,NA,NA
1998-05-07T00:00:00Z,1998,127,23333,f,yr,1,76.09,38.68,135,74,2,NA,NA,NA,0,23333_127_1998,n,O,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,20052,f,ad,12,75.902,37.68,193,117,2,NA,c,2,0,20052_128_1998,c,NA,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23334,m,ad,18,75.812,37.518,238,147,3,NA,NA,NA,0,23334_128_1998,n,NA,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23335,f,ad,12,75.88,37.488,200,110,3,NA,yr,2,0,23335_128_1998,n,O,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23336,f,yr,1,75.88,37.488,141,77,3,NA,NA,NA,0,23336_128_1998,n,O,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23337,f,yr,1,75.88,37.488,140,78,3,NA,NA,NA,0,23337_128_1998,n,O,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23338,m,c,0,75.902,37.68,81,NA,2,15.25,NA,NA,0,23338_128_1998,n,NA,20052,12,2
1998-05-08T00:00:00Z,1998,128,23339,m,c,0,75.902,37.68,80,NA,2,14.75,NA,NA,0,23339_128_1998,n,NA,20052,12,2
1998-05-08T00:00:00Z,1998,128,23340,m,ad,14,75.745,37.935,233,149,3,NA,NA,NA,0,23340_128_1998,n,NA,NA,NA,NA
1998-05-08T00:00:00Z,1998,128,23341,m,ad,8,76.1,39.085,188,100,3,NA,NA,NA,0,23341_128_1998,n,NA,NA,NA,NA
1999-03-27T00:00:00Z,1999,86,23370,f,ad,21,76.67,25.35,204,111,2,NA,n,NA,0,23370_86_1999,n,NA,NA,NA,NA
1999-03-27T00:00:00Z,1999,86,23371,m,ad,13,76.67,25.35,222,145,3,NA,NA,NA,0,23371_86_1999,n,NA,NA,NA,NA
1999-03-27T00:00:00Z,1999,86,23372,m,ad,10,76.562,25.09,217,130,2,NA,NA,NA,0,23372_86_1999,n,NA,NA,NA,NA
1999-03-29T00:00:00Z,1999,88,7883,m,ad,15,76.63,25.2,224,148,3,NA,NA,NA,0,7883_88_1999,n,NA,NA,NA,NA
1999-03-29T00:00:00Z,1999,88,23085,m,ad,17,77.238,23.11,238,159,4,NA,NA,NA,0,23085_88_1999,n,NA,NA,NA,NA
1999-03-29T00:00:00Z,1999,88,23373,m,subad,4,76.5,25.02,199,113,2,NA,NA,NA,0,23373_88_1999,n,NA,NA,NA,NA
1999-03-30T00:00:00Z,1999,89,23374,m,ad,18,77.685,25.248,219,141,3,NA,NA,NA,0,23374_89_1999,n,NA,NA,NA,NA
1999-03-31T00:00:00Z,1999,90,23375,m,subad,4,76.5,25.02,208,117,2,203,NA,NA,0,23375_90_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,7924,m,ad,17,77.407,23.508,242,153,3,NA,NA,NA,0,7924_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23081,m,ad,10,77.493,23.673,227,142,4,NA,NA,NA,0,23081_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23103,f,ad,22,77.493,23.673,197,109,3,NA,n,NA,0,23103_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23365,m,ad,16,77.392,25.048,218,141,3,NA,NA,NA,0,23365_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23366,m,ad,17,77.392,25.048,213,129,3,NA,NA,NA,0,23366_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23367,f,ad,19,76.575,25.2165,198,102,1,NA,c,2,0,23367_94_1999,c,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23368,m,c,0,76.575,25.2165,76,41,NA,8.5,NA,NA,0,23368_94_1999,n,NA,23367,19,2
1999-04-04T00:00:00Z,1999,94,23369,m,c,0,76.575,25.2165,78,40,NA,9.25,NA,NA,0,23369_94_1999,n,NA,23367,19,2
1999-04-04T00:00:00Z,1999,94,23376,m,ad,10,77.493,23.678,214,127,3,NA,NA,NA,0,23376_94_1999,n,NA,NA,NA,NA
1999-04-04T00:00:00Z,1999,94,23379,f,subad,4,77.81,24.217,191,106,3,NA,n,NA,0,23379_94_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,7846,m,ad,20,77.498,22.542,227,158,4,NA,NA,NA,0,7846_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23207,m,ad,20,77.468,22.478,226,153,3,NA,NA,NA,0,23207_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23380,m,ad,19,77.34,22.627,235,149,3,NA,NA,NA,0,23380_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23381,m,ad,19,77.347,22.525,219,161,4,NA,NA,NA,0,23381_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23382,m,ad,21,77.487,22.587,250,146,2,NA,NA,NA,0,23382_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23383,m,ad,15,77.487,22.587,230,140,3,NA,NA,NA,0,23383_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23384,f,ad,7,77.498,22.542,200,109,3,NA,n,NA,0,23384_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23385,m,ad,12,77.498,22.542,234,148,3,NA,NA,NA,0,23385_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23386,m,ad,18,77.288,22.842,234,155,4,NA,NA,NA,0,23386_95_1999,n,NA,NA,NA,NA
1999-04-05T00:00:00Z,1999,95,23387,m,ad,12,77.34,22.627,222,146,3,NA,NA,NA,0,23387_95_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,7833,m,ad,15,78.24,22.25,231,141,3,NA,NA,NA,0,7833_103_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23220,m,ad,12,77.5,25.12,232,134,2,NA,NA,NA,0,23220_103_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23388,f,subad,4,77.26,22.975,189,106,3,NA,NA,NA,0,23388_103_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23389,m,ad,12,77.28,23.25,235,163,4,NA,NA,NA,0,23389_103_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23390,f,ad,14,77.96,23.26,197,116,2,NA,c,2,0,23390_103_1999,c,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23391,f,c,0,77.96,23.26,76,45,NA,11.5,NA,NA,0,23391_103_1999,n,NA,23390,14,2
1999-04-13T00:00:00Z,1999,103,23392,m,c,0,77.96,23.26,77,40,NA,11,NA,NA,0,23392_103_1999,n,NA,23390,14,2
1999-04-13T00:00:00Z,1999,103,23393,f,ad,7,78.18,22.68,186,105,2,NA,c,1,0,23393_103_1999,c,C,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23394,f,c,0,78.18,22.68,74,44,NA,11,NA,NA,0,23394_103_1999,n,C,23393,7,1
1999-04-13T00:00:00Z,1999,103,23395,f,ad,13,78.24,22.25,201,105,2,NA,n,NA,0,23395_103_1999,n,NA,NA,NA,NA
1999-04-13T00:00:00Z,1999,103,23396,f,ad,7,78.29,22.73,191,111,2,NA,n,NA,0,23396_103_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,7821,m,ad,19,76.96,24.325,225,140,3,NA,NA,NA,0,7821_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23397,f,ad,10,78.12,23.79,198,94,1,NA,c,2,0,23397_104_1999,c,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23398,f,c,0,78.12,23.79,82,41,NA,9.25,NA,NA,0,23398_104_1999,n,NA,23397,10,2
1999-04-14T00:00:00Z,1999,104,23399,m,c,0,78.12,23.79,83,47,NA,11.25,NA,NA,0,23399_104_1999,n,NA,23397,10,2
1999-04-14T00:00:00Z,1999,104,23400,m,ad,6,76.93,24.48,216,118,2,NA,NA,NA,0,23400_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23401,f,ad,22,76.93,24.45,203,108,2,NA,n,NA,0,23401_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23402,m,ad,13,76.94,24.46,232,145,3,NA,NA,NA,0,23402_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23404,m,ad,18,78.08,25.15,229,125,2,NA,NA,NA,0,23404_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23405,f,ad,7,78.08,25.15,182,100,3,NA,n,NA,0,23405_104_1999,n,NA,NA,NA,NA
1999-04-14T00:00:00Z,1999,104,23406,f,ad,25,77.36,24.68,194,110,2,NA,n,NA,0,23406_104_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23407,f,2yr,2,76.595,25.205,161,88,2,NA,NA,NA,0,23407_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23408,f,ad,14,76.595,25.205,198,102,2,NA,yr,2,0,23408_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23409,f,yr,1,76.595,25.205,126,65,2,NA,NA,NA,0,23409_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23410,f,yr,1,76.595,25.205,136,69,2,NA,NA,NA,0,23410_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23411,m,subad,4,77.31,25.35,203,113,3,NA,NA,NA,0,23411_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23412,m,ad,13,77.39,25.32,223,156,4,NA,NA,NA,0,23412_105_1999,n,NA,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23413,f,ad,9,78.88,28.17,191,101,2,NA,c,2,0,23413_105_1999,c,O,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23414,f,c,0,78.88,28.17,65,40,NA,7.75,NA,NA,0,23414_105_1999,n,O,23413,9,2
1999-04-15T00:00:00Z,1999,105,23415,f,c,0,78.88,28.17,68,39,NA,7.5,NA,NA,0,23415_105_1999,n,O,23413,9,2
1999-04-15T00:00:00Z,1999,105,23416,f,ad,9,78.9,28.15,197,104,2,NA,c,2,0,23416_105_1999,c,O,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23417,f,c,0,78.9,28.15,78,45,NA,12.25,NA,NA,0,23417_105_1999,n,O,23416,9,2
1999-04-15T00:00:00Z,1999,105,23418,m,c,0,78.9,28.15,74,43,NA,11,NA,NA,0,23418_105_1999,n,O,23416,9,2
1999-04-15T00:00:00Z,1999,105,23419,f,ad,18,78.85,28.13,205,108,2,NA,c,1,0,23419_105_1999,c,O,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23420,m,c,0,78.85,28.13,88,50,NA,17.75,NA,NA,0,23420_105_1999,n,O,23419,18,1
1999-04-15T00:00:00Z,1999,105,23421,f,ad,9,78.85,27.93,188,99,2,NA,c,1,0,23421_105_1999,c,O,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23422,f,c,0,78.85,27.93,79,47,NA,14,NA,NA,0,23422_105_1999,n,O,23421,9,1
1999-04-15T00:00:00Z,1999,105,23423,f,ad,13,78.9,29.08,190,110,3,NA,2yr,1,0,23423_105_1999,n,O,NA,NA,NA
1999-04-15T00:00:00Z,1999,105,23424,f,2yr,2,78.9,29.08,165,92,3,NA,NA,NA,0,23424_105_1999,n,NA,NA,NA,NA
1999-04-18T00:00:00Z,1999,108,23425,f,ad,7,76.6,25.21,189,104,2,NA,c,1,0,23425_108_1999,c,O,NA,NA,NA
1999-04-18T00:00:00Z,1999,108,23426,f,c,0,76.6,25.21,68,41,NA,9,NA,NA,0,23426_108_1999,n,O,23425,7,1
1999-04-18T00:00:00Z,1999,108,23427,m,ad,18,76.6,25.4,231,145,3,NA,NA,NA,0,23427_108_1999,n,NA,NA,NA,NA
2000-03-24T00:00:00Z,2000,84,23429,m,ad,14,76.485,16.587,223,152,3,NA,NA,NA,0,23429_84_2000,n,NA,NA,NA,NA
2000-03-24T00:00:00Z,2000,84,23430,m,ad,24,76.571,16.975,236,161,3,NA,NA,NA,0,23430_84_2000,n,NA,NA,NA,NA
2000-03-24T00:00:00Z,2000,84,23431,m,subad,3,76.592,16.968,192,121,3,NA,NA,NA,0,23431_84_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23381,m,ad,20,77.102,24.092,218,155,3,NA,NA,NA,0,23381_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23432,f,ad,7,77.467,24.923,189,137,3,NA,n,NA,0,23432_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23433,m,ad,8,76.467,24.923,218,130,3,NA,NA,NA,0,23433_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23434,m,2yr,2,76.7,25.433,186,114,3,NA,NA,NA,0,23434_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23435,m,2yr,2,76.7,25.433,203,114,3,NA,NA,NA,0,23435_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23436,m,ad,13,77.267,22.772,232,161,4,NA,NA,NA,0,23436_85_2000,n,NA,NA,NA,NA
2000-03-25T00:00:00Z,2000,85,23437,f,ad,9,77.267,22.772,190,103,2,NA,n,NA,0,23437_85_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,7821,m,ad,20,78.852,27.872,226,156,4,NA,NA,NA,0,7821_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23438,m,ad,11,77.703,27.035,219,119,2,NA,NA,NA,0,23438_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23439,f,ad,11,77.703,27.021,193,116,3,NA,n,NA,0,23439_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23441,f,ad,20,77.703,27.035,197,120,3,NA,n,NA,0,23441_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23442,m,ad,13,77.703,27.035,238,160,4,NA,NA,NA,0,23442_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23443,f,ad,14,78.752,28.238,194,118,3,NA,n,NA,0,23443_86_2000,n,O,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23444,m,ad,11,78.752,28.238,233,159,4,NA,NA,NA,0,23444_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23445,f,2yr,2,78.752,28.238,161,96,3,NA,NA,NA,0,23445_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23446,m,ad,14,78.917,29.55,218,166,4,NA,NA,NA,0,23446_86_2000,n,NA,NA,NA,NA
2000-03-26T00:00:00Z,2000,86,23447,f,ad,18,78.852,27.872,190,122,4,NA,n,NA,0,23447_86_2000,n,O,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,7932,m,ad,5,76.703,25.422,213,117,3,NA,NA,NA,0,7932_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23388,f,ad,5,76.672,25.362,201,115,3,NA,n,NA,0,23388_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23448,f,ad,17,76.42,24.768,190,121,4,NA,n,NA,0,23448_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23449,m,ad,10,76.42,24.768,233,150,3,NA,NA,NA,0,23449_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23450,f,ad,11,76.42,24.768,205,128,3,NA,n,NA,0,23450_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23451,m,ad,13,76.42,24.768,229,143,3,NA,NA,NA,0,23451_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23452,m,ad,16,76.585,25.152,235,161,3,NA,NA,NA,0,23452_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23453,m,ad,7,76.703,25.422,194,117,3,NA,NA,NA,0,23453_88_2000,n,NA,NA,NA,NA
2000-03-28T00:00:00Z,2000,88,23454,m,ad,20,76.667,25.357,235,164,4,NA,NA,NA,0,23454_88_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,7908,m,ad,14,76.433,24.505,240,174,4,NA,NA,NA,0,7908_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23455,m,ad,14,76.623,25.257,229,151,3,NA,NA,NA,0,23455_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23456,m,ad,19,76.64,25.275,232,156,3,NA,NA,NA,0,23456_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23457,f,ad,18,76.958,24.437,198,116,2,NA,n,NA,0,23457_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23458,m,ad,15,76.958,24.437,234,147,3,NA,NA,NA,0,23458_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23459,f,ad,13,77.118,24.088,183,111,3,NA,n,NA,0,23459_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23460,m,ad,24,77.217,23.3,230,147,3,NA,NA,NA,0,23460_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23461,f,ad,14,77.107,24.602,192,101,2,NA,yr,1,0,23461_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23462,f,yr,1,77.107,24.602,123,62,2,NA,NA,NA,0,23462_89_2000,n,NA,NA,NA,NA
2000-03-29T00:00:00Z,2000,89,23463,m,ad,10,76.542,25.033,226,141,3,NA,NA,NA,0,23463_89_2000,n,NA,NA,NA,NA
2000-03-30T00:00:00Z,2000,90,23464,f,ad,10,76.692,25.375,189,118,3,NA,n,NA,0,23464_90_2000,n,NA,NA,NA,NA
2000-03-30T00:00:00Z,2000,90,23465,f,subad,4,76.607,25.217,192,119,3,NA,NA,NA,0,23465_90_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,7990,m,ad,5,77.92,24.305,218,115,2,NA,NA,NA,0,7990_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23207,m,ad,21,77.092,23.025,225,146,3,NA,NA,NA,0,23207_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23212,m,ad,21,76.868,24.738,249,142,2,NA,NA,NA,0,23212_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23466,f,ad,6,76.69,25.452,192,110,3,NA,n,NA,0,23466_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23467,m,ad,21,77.583,25.155,218,144,4,NA,NA,NA,0,23467_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23468,m,ad,14,77.703,24.158,216,113,2,NA,NA,NA,0,23468_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23469,m,ad,9,77.142,22.855,217,123,3,NA,NA,NA,0,23469_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23470,m,ad,17,76.702,25.473,229,154,3,NA,NA,NA,0,23470_92_2000,n,NA,NA,NA,NA
2000-04-01T00:00:00Z,2000,92,23471,m,ad,19,76.702,25.473,228,155,4,NA,NA,NA,0,23471_92_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23068,m,ad,15,77.305,22.608,236,156,4,NA,NA,NA,0,23068_93_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23177,f,ad,7,77.305,22.608,193,106,3,NA,n,NA,0,23177_93_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23472,m,2yr,2,76.51,25.03,195,114,3,NA,NA,NA,0,23472_93_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23473,m,ad,20,77.305,22.608,228,140,3,NA,NA,NA,0,23473_93_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23475,m,subad,3,78.217,21.092,198,108,3,NA,NA,NA,0,23475_93_2000,n,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23476,f,ad,14,78.205,19.088,196,97,1,NA,c,2,0,23476_93_2000,c,C,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23477,f,c,0,78.205,19.088,79,41,NA,11.25,NA,NA,0,23477_93_2000,n,C,23476,14,2
2000-04-02T00:00:00Z,2000,93,23478,f,c,0,78.205,19.088,78,42,NA,11.25,NA,NA,0,23478_93_2000,n,C,23476,14,2
2000-04-02T00:00:00Z,2000,93,23479,f,2yr,2,78.305,18.858,161,86,3,NA,NA,NA,0,23479_93_2000,n,C,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23480,f,ad,19,77.525,21.005,204,109,2,NA,c,1,0,23480_93_2000,c,NA,NA,NA,NA
2000-04-02T00:00:00Z,2000,93,23481,m,c,0,77.525,21.005,91,NA,NA,18.25,NA,NA,0,23481_93_2000,n,NA,23480,19,1
2000-04-03T00:00:00Z,2000,94,23119,m,ad,11,78.055,23.687,219,136,3,NA,NA,NA,0,23119_94_2000,n,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23203,f,ad,17,78.003,22.723,194,111,3,NA,n,NA,0,23203_94_2000,n,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23287,m,subad,4,78.057,22.735,214,117,3,NA,NA,NA,0,23287_94_2000,n,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23482,m,ad,17,76.733,25.5,235,140,3,NA,NA,NA,0,23482_94_2000,n,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23483,f,ad,10,76.733,25.5,201,113,3,NA,n,NA,0,23483_94_2000,n,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23484,f,ad,11,78.185,22.99,195,105,2,NA,c,2,0,23484_94_2000,c,NA,NA,NA,NA
2000-04-03T00:00:00Z,2000,94,23485,f,c,0,78.185,22.99,84,51,NA,17,NA,NA,0,23485_94_2000,n,NA,23484,11,2
2000-04-03T00:00:00Z,2000,94,23486,m,c,0,78.185,22.99,86,50,NA,19.25,NA,NA,0,23486_94_2000,n,NA,23484,11,2
2000-04-03T00:00:00Z,2000,94,23487,m,ad,17,76.792,24.936,221,146,3,NA,NA,NA,0,23487_94_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,7785,m,ad,13,78.533,19.75,229,152,3,NA,NA,NA,0,7785_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,7853,m,ad,8,78.008,18.792,225,143,3,NA,NA,NA,0,7853_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,7863,f,ad,17,77.49,21.768,204,110,2,NA,n,NA,0,7863_95_2000,n,C,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,7878,m,ad,18,78.288,20.522,219,137,3,NA,NA,NA,0,7878_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,7948,m,ad,16,78.533,19.533,223,162,5,NA,NA,NA,0,7948_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23358,m,ad,12,77.49,21.768,241,159,4,NA,NA,NA,0,23358_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23362,m,ad,12,77.588,21.038,237,156,NA,NA,NA,NA,0,23362_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23488,m,ad,10,77.49,21.768,217,132,3,NA,NA,NA,0,23488_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23489,m,ad,17,77.49,21.768,237,145,3,NA,NA,NA,0,23489_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23490,m,ad,17,77.618,21.125,234,156,3,NA,NA,NA,0,23490_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23491,m,ad,16,78.288,20.522,209,122,3,NA,NA,NA,0,23491_95_2000,n,NA,NA,NA,NA
2000-04-04T00:00:00Z,2000,95,23492,f,ad,23,76.506,25.052,204,116,3,NA,n,NA,0,23492_95_2000,n,NA,NA,NA,NA
2000-04-05T00:00:00Z,2000,96,7803,f,ad,15,77.457,17.637,196,105,2,NA,c,2,0,7803_96_2000,c,C,NA,NA,NA
2000-04-05T00:00:00Z,2000,96,7852,m,ad,8,77.807,18.475,227,115,2,NA,NA,NA,0,7852_96_2000,n,NA,NA,NA,NA
2000-04-05T00:00:00Z,2000,96,7955,f,ad,9,77.558,17.57,196,107,2,NA,yr,1,0,7955_96_2000,n,C,NA,NA,NA
2000-04-05T00:00:00Z,2000,96,23493,f,yr,1,77.558,17.57,144,77,3,NA,NA,NA,0,23493_96_2000,n,NA,NA,NA,NA
2000-04-05T00:00:00Z,2000,96,23494,m,c,0,77.457,17.637,85,NA,NA,14.5,NA,NA,0,23494_96_2000,n,C,7803,15,2
2000-04-05T00:00:00Z,2000,96,23495,m,c,0,77.457,17.637,86,NA,NA,14,NA,NA,0,23495_96_2000,n,C,7803,15,2
2000-04-05T00:00:00Z,2000,96,23496,m,ad,14,76.508,25.12,232,153,4,NA,NA,NA,0,23496_96_2000,n,NA,NA,NA,NA
2000-04-06T00:00:00Z,2000,97,23497,m,ad,16,76.733,25.5,235,164,4,NA,NA,NA,0,23497_97_2000,n,NA,NA,NA,NA
