date,year,day_number,ID_NR,sex,age_class,age_for_analyses,lat,lon,s_length,girth,condition,mass,cub_status,cub_number,to_remove,index,cub_status_complete,ecot,ID_mat,age_mat,litter_size
1992-04-09T00:00:00Z,1992,100,7811,f,2yr,2,78.533,19.283,161,94,3,NA,NA,NA,0,7811_100_1992,n,NA,NA,NA,NA
1992-04-09T00:00:00Z,1992,100,7812,f,subad,4,77.7,18.35,164,102,3,NA,NA,NA,0,7812_100_1992,n,NA,NA,NA,NA
1992-04-12T00:00:00Z,1992,103,7813,m,ad,14,77,15,217,166,4,NA,NA,NA,0,7813_103_1992,n,NA,NA,NA,NA
1992-04-12T00:00:00Z,1992,103,7814,f,ad,5,77.333,15.15,182,103,3,NA,n,NA,0,7814_103_1992,n,C,NA,NA,NA
1992-04-12T00:00:00Z,1992,103,7815,f,ad,6,77.05,16.383,191,114,3,NA,n,NA,0,7815_103_1992,n,C,NA,NA,NA
1992-04-12T00:00:00Z,1992,103,7816,m,ad,13,77,16.55,230,NA,3,NA,NA,NA,0,7816_103_1992,n,NA,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7757,f,subad,4,77.025,17.383,163,96,4,NA,NA,NA,0,7757_104_1992,n,C,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7817,f,ad,11,77.9,18.35,201,123,3,NA,yr,1,0,7817_104_1992,n,C,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7818,m,yr,1,77.9,18.35,165,104,3,NA,NA,NA,0,7818_104_1992,n,NA,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7819,f,ad,5,77.233,17.433,194,102,3,NA,n,NA,0,7819_104_1992,n,NA,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7820,m,ad,6,76.983,16.05,185,123,4,NA,NA,NA,0,7820_104_1992,n,NA,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7821,m,ad,12,77.0833,16.0833,193,133,4,NA,NA,NA,0,7821_104_1992,n,NA,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7822,f,ad,10,77.783,18.533,181,115,NA,NA,yr,1,0,7822_104_1992,n,C,NA,NA,NA
1992-04-13T00:00:00Z,1992,104,7823,m,yr,1,77.783,18.533,153,93,NA,NA,NA,NA,0,7823_104_1992,n,NA,NA,NA,NA
1992-04-14T00:00:00Z,1992,105,7824,f,subad,4,78.45,20.56,175,103,3,NA,NA,NA,0,7824_105_1992,n,O,NA,NA,NA
1992-04-14T00:00:00Z,1992,105,7825,f,ad,7,77.7,18.3,195,112,4,NA,n,NA,0,7825_105_1992,n,NA,NA,NA,NA
1992-04-14T00:00:00Z,1992,105,7826,f,ad,15,77.583,18.383,189,117,3,NA,c,2,0,7826_105_1992,n,NA,NA,NA,NA
1992-04-15T00:00:00Z,1992,106,7788,f,subad,4,77.9,18.4,185,113.5,3,NA,n,NA,0,7788_106_1992,n,C,NA,NA,NA
1992-04-15T00:00:00Z,1992,106,7827,m,ad,17,77.6,18.417,225,145,4,NA,NA,NA,0,7827_106_1992,n,NA,NA,NA,NA
1992-04-23T00:00:00Z,1992,114,7784,m,ad,21,77.845,14.3677,227,152,3,NA,NA,NA,0,7784_114_1992,n,NA,NA,NA,NA
1992-04-23T00:00:00Z,1992,114,7851,f,ad,11,77.95,18.544,NA,NA,2,NA,c,2,0,7851_114_1992,n,C,NA,NA,NA
1992-04-24T00:00:00Z,1992,115,7802,f,ad,12,77.35,17.67,NA,104,2,NA,c,1,0,7802_115_1992,n,C,NA,NA,NA
1992-04-27T00:00:00Z,1992,118,7829,f,ad,9,76.95,16.25,185,99,3,NA,n,NA,0,7829_118_1992,n,O,NA,NA,NA
1992-04-27T00:00:00Z,1992,118,7830,f,ad,13,77.03,16.25,182,104,3,NA,yr,1,0,7830_118_1992,n,O,NA,NA,NA
1992-04-27T00:00:00Z,1992,118,7831,f,yr,1,77.03,16.25,126,71,NA,NA,NA,NA,0,7831_118_1992,n,NA,NA,NA,NA
1992-04-29T00:00:00Z,1992,120,7832,f,ad,15,77.001,15.544,190,108,4,NA,n,NA,0,7832_120_1992,n,NA,NA,NA,NA
1993-04-07T00:00:00Z,1993,97,7846,m,ad,14,77.283,17.467,212,143,3,NA,NA,NA,0,7846_97_1993,n,NA,NA,NA,NA
1993-04-07T00:00:00Z,1993,97,7847,f,ad,9,77,16,198,111,2,NA,n,NA,0,7847_97_1993,n,NA,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7768,f,ad,13,78.33,18.69,180,NA,4,NA,n,NA,0,7768_99_1993,n,C,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7770,m,subad,4,78.526,19.253,207,115,2,NA,NA,NA,0,7770_99_1993,n,NA,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7805,f,subad,4,78.33,18.85,170,102,3,NA,NA,NA,0,7805_99_1993,n,C,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7838,f,ad,14,78.51,18.9,184,104,2,NA,n,NA,0,7838_99_1993,n,C,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7848,m,ad,13,78.333,19.23,240,162,NA,NA,NA,NA,0,7848_99_1993,n,NA,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7849,m,ad,21,78.51,18.9,217,156,NA,NA,NA,NA,0,7849_99_1993,n,NA,NA,NA,NA
1993-04-09T00:00:00Z,1993,99,7850,m,ad,14,78.51,20.28,218,138,3,NA,NA,NA,0,7850_99_1993,n,NA,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7792,f,ad,6,77.518,18.354,182,105,3,NA,n,NA,0,7792_101_1993,n,C,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7851,f,ad,12,77.9,18.219,189,99,2,NA,yr,2,0,7851_101_1993,n,C,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7852,m,yr,1,77.9,18.23,134,75,NA,NA,NA,NA,0,7852_101_1993,n,NA,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7853,m,yr,1,77.9,18.22,134,74,NA,NA,NA,NA,0,7853_101_1993,n,NA,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7854,m,subad,4,77.808,18.636,217,112,3,NA,NA,NA,0,7854_101_1993,n,NA,NA,NA,NA
1993-04-11T00:00:00Z,1993,101,7855,m,ad,15,77.51,18.354,220,147,4,NA,NA,NA,0,7855_101_1993,n,NA,NA,NA,NA
1993-04-12T00:00:00Z,1993,102,7856,m,ad,20,77.45,20.82,226,175,4,NA,NA,NA,0,7856_102_1993,n,NA,NA,NA,NA
1993-04-12T00:00:00Z,1993,102,7857,f,ad,8,77.336,22.584,196,106,2,NA,c,2,0,7857_102_1993,n,O,NA,NA,NA
1993-04-12T00:00:00Z,1993,102,7860,f,ad,6,77.902,23.519,192,112,2,NA,c,2,0,7860_102_1993,n,O,NA,NA,NA
1993-04-12T00:00:00Z,1993,102,7863,f,ad,10,78.224,21.667,195,113,2,NA,c,2,0,7863_102_1993,n,C,NA,NA,NA
1993-04-13T00:00:00Z,1993,103,7784,m,ad,22,78.174,19.123,230,147,3,NA,NA,NA,0,7784_103_1993,n,NA,NA,NA,NA
1993-04-13T00:00:00Z,1993,103,7793,f,ad,12,78.341,20.633,210,117,3,NA,c,2,0,7793_103_1993,n,C,NA,NA,NA
1993-04-16T00:00:00Z,1993,106,7773,f,ad,6,78.526,19.253,199,110,3,NA,n,NA,0,7773_106_1993,n,C,NA,NA,NA
1993-04-16T00:00:00Z,1993,106,7817,f,ad,12,77.021,17.309,203,112,3,NA,n,NA,0,7817_106_1993,n,C,NA,NA,NA
1993-04-16T00:00:00Z,1993,106,7869,m,ad,14,77.021,17.309,235,173,4,NA,NA,NA,0,7869_106_1993,n,NA,NA,NA,NA
1993-04-24T00:00:00Z,1993,114,7808,m,ad,12,78.91,21.5,219,123,2,NA,NA,NA,0,7808_114_1993,n,NA,NA,NA,NA
1993-04-24T00:00:00Z,1993,114,7870,m,ad,15,78.16,24.31,240,153,3,NA,NA,NA,0,7870_114_1993,n,NA,NA,NA,NA
1993-04-29T00:00:00Z,1993,119,7822,f,ad,11,77.73,18.4,193,107,3,NA,c,2,0,7822_119_1993,n,C,NA,NA,NA
1993-04-29T00:00:00Z,1993,119,7873,f,ad,14,77.5,17.66,NA,NA,NA,NA,c,2,0,7873_119_1993,n,O,NA,NA,NA
1993-04-29T00:00:00Z,1993,119,7876,m,subad,3,77.73,18.18,164,107,3,NA,NA,NA,0,7876_119_1993,n,NA,NA,NA,NA
1993-04-30T00:00:00Z,1993,120,7789,f,ad,6,78.55,19.25,187,102,3,NA,n,NA,0,7789_120_1993,n,C,NA,NA,NA
1993-04-30T00:00:00Z,1993,120,7877,f,ad,5,77.8,18.55,194,102,3,NA,n,NA,0,7877_120_1993,n,C,NA,NA,NA
1993-05-01T00:00:00Z,1993,121,7878,m,ad,13,78.15,20.55,216,144,4,NA,NA,NA,0,7878_121_1993,n,NA,NA,NA,NA
1993-05-01T00:00:00Z,1993,121,7879,m,ad,22,78.2,20.44,238,149,4,NA,NA,NA,0,7879_121_1993,n,NA,NA,NA,NA
1993-05-01T00:00:00Z,1993,121,7880,m,ad,8,77.5,21.7,205,171,3,NA,NA,NA,0,7880_121_1993,n,NA,NA,NA,NA
1994-03-29T00:00:00Z,1994,88,7950,m,ad,10,78.911,16.413,208,153,3,NA,NA,NA,0,7950_88_1994,n,NA,NA,NA,NA
1994-03-29T00:00:00Z,1994,88,7951,f,ad,7,79.515,13.701,202,135,3,NA,c,2,0,7951_88_1994,n,C,NA,NA,NA
1994-04-01T00:00:00Z,1994,91,7954,m,ad,21,78.52,13.1,225,163,4,NA,NA,NA,0,7954_91_1994,n,NA,NA,NA,NA
1994-04-01T00:00:00Z,1994,91,7955,f,subad,3,78.6,12.6,180,121,4,NA,NA,NA,0,7955_91_1994,n,C,NA,NA,NA
1994-04-07T00:00:00Z,1994,97,7881,m,ad,10,76.679,25.434,248,170,4,NA,NA,NA,0,7881_97_1994,n,NA,NA,NA,NA
1994-04-08T00:00:00Z,1994,98,7882,m,ad,7,77.446,26.274,230,168,4,NA,NA,NA,0,7882_98_1994,n,NA,NA,NA,NA
1994-04-08T00:00:00Z,1994,98,7885,m,ad,20,77.494,26.01,215,143,3,NA,NA,NA,0,7885_98_1994,n,NA,NA,NA,NA
1994-04-09T00:00:00Z,1994,99,7883,m,ad,10,77.397,25.889,220,141,3,290,NA,NA,0,7883_99_1994,n,NA,NA,NA,NA
1994-04-09T00:00:00Z,1994,99,7884,f,ad,8,77.494,26.01,198,113,2,165,n,NA,0,7884_99_1994,n,C,NA,NA,NA
1994-04-14T00:00:00Z,1994,104,7886,m,ad,5,76.662,25.385,231,156,3,NA,NA,NA,0,7886_104_1994,n,NA,NA,NA,NA
1994-04-14T00:00:00Z,1994,104,7887,f,ad,6,76.52,25.05,194,115,2,NA,c,1,0,7887_104_1994,n,NA,NA,NA,NA
1994-04-14T00:00:00Z,1994,104,7889,f,ad,7,76.52,25.05,200,123,3,NA,c,2,0,7889_104_1994,n,NA,NA,NA,NA
1994-04-19T00:00:00Z,1994,109,7893,f,ad,13,76.521,25.064,202,117,3,NA,c,2,0,7893_109_1994,c,O,NA,NA,NA
1994-04-19T00:00:00Z,1994,109,7894,f,c,0,76.521,25.064,NA,45,NA,9,NA,NA,0,7894_109_1994,n,O,7893,13,2
1994-04-19T00:00:00Z,1994,109,7895,m,c,0,76.521,25.064,NA,50,NA,11,NA,NA,0,7895_109_1994,n,O,7893,13,2
1994-04-20T00:00:00Z,1994,110,7892,m,ad,16,77.355,27.134,225,166,3,380,NA,NA,0,7892_110_1994,n,NA,NA,NA,NA
1994-04-24T00:00:00Z,1994,114,7759,m,ad,22,77.455,25.002,235,156,2,375,NA,NA,0,7759_114_1994,n,NA,NA,NA,NA
1994-04-24T00:00:00Z,1994,114,7896,m,ad,10,76.5,25,227,152,3,325,NA,NA,0,7896_114_1994,n,NA,NA,NA,NA
1994-04-24T00:00:00Z,1994,114,7897,m,2yr,2,77.071,25.42,195,125,2,180,NA,NA,0,7897_114_1994,n,NA,NA,NA,NA
1994-04-24T00:00:00Z,1994,114,7898,f,ad,10,77.263,25.462,190,118,2,NA,yr,1,0,7898_114_1994,n,O,NA,NA,NA
1994-04-24T00:00:00Z,1994,114,7899,f,yr,1,77.262,25.462,142,91,NA,NA,NA,NA,0,7899_114_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7900,m,ad,7,76.566,25.163,232,160,3,440,NA,NA,0,7900_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7901,m,ad,10,76.669,25.409,231,162,3,425,NA,NA,0,7901_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7902,m,ad,10,77.008,25.895,222,156,3,410,NA,NA,0,7902_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7903,m,ad,13,77.021,25.867,236,142,2,320,NA,NA,0,7903_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7904,m,ad,20,77.175,26.263,234,139,2,305,NA,NA,0,7904_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7905,f,2yr,2,77.359,25.381,184,102,2,NA,NA,NA,0,7905_115_1994,n,NA,NA,NA,NA
1994-04-25T00:00:00Z,1994,115,7906,f,2yr,2,77.383,25.143,174,97,2,105,NA,NA,0,7906_115_1994,n,NA,NA,NA,NA
1995-03-29T00:00:00Z,1995,88,7907,f,ad,12,76.67,25.42,185,NA,3,NA,n,NA,0,7907_88_1995,n,NA,NA,NA,NA
1995-03-29T00:00:00Z,1995,88,7908,m,ad,9,76.667,25.417,226,163,3,NA,NA,NA,0,7908_88_1995,n,NA,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7909,f,ad,5,76.67,25.433,191,117,3,170,n,NA,0,7909_89_1995,n,O,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7910,f,2yr,2,76.667,25.45,174,110,3,NA,NA,NA,0,7910_89_1995,n,NA,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7911,f,ad,8,76.683,25.457,197,115,3,175,n,NA,0,7911_89_1995,n,O,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7912,m,ad,21,76.68,25.46,225,NA,NA,400,NA,NA,0,7912_89_1995,n,NA,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7913,f,ad,10,76.53,25.05,198,111,3,198,n,NA,0,7913_89_1995,n,O,NA,NA,NA
1995-03-30T00:00:00Z,1995,89,7914,f,ad,5,76.55,25.15,183,111,2,152,n,NA,0,7914_89_1995,n,O,NA,NA,NA
1995-03-31T00:00:00Z,1995,90,7915,f,ad,7,76.55,25.15,199,115,3,195,n,NA,0,7915_90_1995,n,NA,NA,NA,NA
1995-04-04T00:00:00Z,1995,94,7903,m,ad,14,76.56,25.7,237,160,4,400,NA,NA,0,7903_94_1995,n,NA,NA,NA,NA
1995-04-04T00:00:00Z,1995,94,7916,m,ad,6,76.57,25.19,215,165,4,385,NA,NA,0,7916_94_1995,n,NA,NA,NA,NA
1995-04-04T00:00:00Z,1995,94,7917,f,ad,7,76.55,25.7,198,112,2,155,n,NA,0,7917_94_1995,n,O,NA,NA,NA
1995-04-05T00:00:00Z,1995,95,7918,f,ad,6,76.65,25.41,188,121,3,202,n,NA,0,7918_95_1995,n,O,NA,NA,NA
1995-04-05T00:00:00Z,1995,95,7919,f,ad,6,76.67,25.45,189,111,2,155,c,2,0,7919_95_1995,c,NA,NA,NA,NA
1995-04-05T00:00:00Z,1995,95,7920,m,c,0,76.667,25.46,NA,NA,NA,13,NA,NA,0,7920_95_1995,n,NA,7919,6,2
1995-04-05T00:00:00Z,1995,95,7921,m,c,0,76.67,25.45,NA,NA,NA,13,NA,NA,0,7921_95_1995,n,NA,7919,6,2
1995-04-07T00:00:00Z,1995,97,7922,m,ad,5,76.7,25.5,223,150,3,375,NA,NA,0,7922_97_1995,n,NA,NA,NA,NA
1995-04-07T00:00:00Z,1995,97,7923,m,ad,11,76.7,25.51,222,148,3,347,NA,NA,0,7923_97_1995,n,NA,NA,NA,NA
1995-04-07T00:00:00Z,1995,97,7924,m,ad,13,76.72,25.51,230,168,4,421,NA,NA,0,7924_97_1995,n,NA,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7761,f,ad,12,76.7,25.43,195,118,2,NA,c,2,0,7761_98_1995,n,O,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7925,m,ad,6,76.46,24.95,220,132,3,NA,NA,NA,0,7925_98_1995,n,NA,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7926,m,subad,3,76.6,25.25,202,124,3,248,NA,NA,0,7926_98_1995,n,NA,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7927,m,ad,12,76.66,25.4,219,142,3,345,NA,NA,0,7927_98_1995,n,NA,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7928,f,ad,8,76.7,25.44,187,108,2,143,c,2,0,7928_98_1995,c,O,NA,NA,NA
1995-04-08T00:00:00Z,1995,98,7929,m,c,0,76.7,25.44,67,NA,NA,8.5,NA,NA,0,7929_98_1995,n,O,7928,8,2
1995-04-08T00:00:00Z,1995,98,7930,m,c,0,76.7,25.44,68,NA,NA,8.8,NA,NA,0,7930_98_1995,n,O,7928,8,2
1995-04-10T00:00:00Z,1995,100,7933,m,ad,12,76.5,25.95,228,161,3,400,NA,NA,0,7933_100_1995,n,NA,NA,NA,NA
1995-04-10T00:00:00Z,1995,100,7934,f,ad,5,76.5,25.95,190,111,2,160,n,NA,0,7934_100_1995,n,O,NA,NA,NA
1995-04-11T00:00:00Z,1995,101,7935,f,ad,7,76.52,25.1,188,125,2,180,c,1,0,7935_101_1995,c,O,NA,NA,NA
1995-04-11T00:00:00Z,1995,101,7936,f,c,0,76.52,25.01,69,NA,NA,9.8,NA,NA,0,7936_101_1995,n,O,7935,7,1
1995-04-11T00:00:00Z,1995,101,7937,f,ad,8,76.7,25.45,197,110,2,156,c,2,0,7937_101_1995,c,O,NA,NA,NA
1995-04-11T00:00:00Z,1995,101,7938,m,c,0,76.7,25.45,72,NA,NA,10,NA,NA,0,7938_101_1995,n,O,7937,8,2
1995-04-11T00:00:00Z,1995,101,7939,f,c,0,76.7,25.45,74,NA,NA,10.4,NA,NA,0,7939_101_1995,n,O,7937,8,2
1995-04-11T00:00:00Z,1995,101,7940,f,ad,6,76.5,24.95,188,120,2,NA,c,2,0,7940_101_1995,c,O,NA,NA,NA
1995-04-11T00:00:00Z,1995,101,7941,m,c,0,76.5,24.95,NA,NA,NA,9.8,NA,NA,0,7941_101_1995,n,O,7940,6,2
1995-04-11T00:00:00Z,1995,101,7942,m,c,0,76.5,24.95,NA,NA,NA,10,NA,NA,0,7942_101_1995,n,O,7940,6,2
1995-04-11T00:00:00Z,1995,101,7943,m,ad,7,76.67,25.35,210,141,3,275,NA,NA,0,7943_101_1995,n,NA,NA,NA,NA
1995-04-12T00:00:00Z,1995,102,7944,f,ad,10,76.51,25.1,190,111,2,145,c,2,0,7944_102_1995,c,O,NA,NA,NA
1995-04-12T00:00:00Z,1995,102,7945,f,c,0,76.51,25.1,72,NA,NA,10,NA,NA,0,7945_102_1995,n,O,7944,10,2
1995-04-12T00:00:00Z,1995,102,7946,m,c,0,76.51,25.1,76,NA,NA,12.4,NA,NA,0,7946_102_1995,n,O,7944,10,2
1995-04-14T00:00:00Z,1995,104,7947,m,ad,8,76.51,25.1,222,163,NA,NA,NA,NA,0,7947_104_1995,n,NA,NA,NA,NA
1995-04-14T00:00:00Z,1995,104,7948,m,ad,11,76.51,25.1,220,156,3,NA,NA,NA,0,7948_104_1995,n,NA,NA,NA,NA
1995-04-20T00:00:00Z,1995,110,7900,m,ad,8,76.57,25.16,235,168,3,NA,NA,NA,0,7900_110_1995,n,NA,NA,NA,NA
1995-04-20T00:00:00Z,1995,110,7949,f,ad,8,76.51,25.1,185,115,2,NA,c,2,0,7949_110_1995,c,NA,NA,NA,NA
1995-04-20T00:00:00Z,1995,110,7961,m,c,0,76.5,25.1,NA,NA,NA,9.5,NA,NA,0,7961_110_1995,n,NA,7949,8,2
1995-04-20T00:00:00Z,1995,110,7962,m,c,0,76.5,25.1,NA,NA,NA,10,NA,NA,0,7962_110_1995,n,NA,7949,8,2
1995-04-20T00:00:00Z,1995,110,7963,f,ad,6,76.5,25.1,188,123,2,NA,c,2,0,7963_110_1995,c,O,NA,NA,NA
1995-04-20T00:00:00Z,1995,110,7964,m,c,0,76.5,25.1,NA,NA,NA,7.5,NA,NA,0,7964_110_1995,n,O,7963,6,2
1995-04-20T00:00:00Z,1995,110,7965,m,c,0,76.5,25.1,NA,NA,NA,7,NA,NA,0,7965_110_1995,n,O,7963,6,2
1995-04-21T00:00:00Z,1995,111,7966,f,ad,7,76.5,25.1,191,112,3,NA,n,NA,0,7966_111_1995,n,NA,NA,NA,NA
1995-04-21T00:00:00Z,1995,111,7967,m,ad,12,76.5,25.1,237,178,4,490,NA,NA,0,7967_111_1995,n,NA,NA,NA,NA
1995-04-25T00:00:00Z,1995,115,7855,m,ad,17,78,18.9,208,153,3,360,NA,NA,0,7855_115_1995,n,NA,NA,NA,NA
1995-04-26T00:00:00Z,1995,116,7789,f,ad,8,78.505,18.95,192,116,3,165,yr,2,0,7789_116_1995,n,C,NA,NA,NA
1995-04-26T00:00:00Z,1995,116,7968,m,yr,1,78.5,19,146,83,NA,80,NA,NA,0,7968_116_1995,n,NA,NA,NA,NA
1995-04-26T00:00:00Z,1995,116,7969,f,yr,1,78.3,18.57,135,93,NA,NA,NA,NA,0,7969_116_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7815,f,ad,9,77,16.3,199,122,2,170,2yr,2,0,7815_117_1995,n,C,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7847,f,ad,11,77,16,198,110.5,2,175,yr,1,0,7847_117_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7970,f,2yr,2,76.95,16.3,170,104,2,140,NA,NA,0,7970_117_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7971,f,2yr,2,77,16.3,178,100,3,120,NA,NA,0,7971_117_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7972,m,2yr,2,77,16.3,190,120,3,150,NA,NA,0,7972_117_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7973,m,ad,13,77,16.3,225,161,3,NA,NA,NA,0,7973_117_1995,n,NA,NA,NA,NA
1995-04-27T00:00:00Z,1995,117,7974,m,yr,1,77,16,165,98,2,115,NA,NA,0,7974_117_1995,n,NA,NA,NA,NA
1996-03-23T00:00:00Z,1996,83,7975,m,ad,8,76.468,24.926,229,160,3,421,NA,NA,0,7975_83_1996,n,NA,NA,NA,NA
1996-03-29T00:00:00Z,1996,89,7976,m,2yr,2,77.317,22.633,191,122,3,NA,NA,NA,0,7976_89_1996,n,NA,NA,NA,NA
1996-03-29T00:00:00Z,1996,89,7977,m,ad,18,77.95,21.267,239,152,3,380,NA,NA,0,7977_89_1996,n,NA,NA,NA,NA
1996-03-29T00:00:00Z,1996,89,7978,m,ad,10,78.233,22.333,236,161,3,NA,NA,NA,0,7978_89_1996,n,NA,NA,NA,NA
1996-03-30T00:00:00Z,1996,90,7979,f,ad,17,76.6,25.5,196,124,3,NA,yr,1,0,7979_90_1996,n,NA,NA,NA,NA
1996-03-30T00:00:00Z,1996,90,7990,m,yr,1,76.6,25.5,160,99,3,NA,NA,NA,0,7990_90_1996,n,NA,NA,NA,NA
1996-04-02T00:00:00Z,1996,93,7991,f,ad,11,76.533,25,199,126,4,NA,2yr,1,0,7991_93_1996,n,O,NA,NA,NA
1996-04-02T00:00:00Z,1996,93,7992,m,subad,3,76.533,25,175,113,3,NA,NA,NA,0,7992_93_1996,n,NA,NA,NA,NA
1996-04-02T00:00:00Z,1996,93,7993,f,ad,14,76.7,25.467,182,115,3,NA,c,1,0,7993_93_1996,c,O,NA,NA,NA
1996-04-02T00:00:00Z,1996,93,7994,m,c,0,76.7,25.467,77,47,NA,11,NA,NA,0,7994_93_1996,n,O,7993,14,1
1996-04-03T00:00:00Z,1996,94,7995,m,subad,3,76.5,25,194,130,3,253,NA,NA,0,7995_94_1996,n,NA,NA,NA,NA
1996-04-03T00:00:00Z,1996,94,7996,m,ad,20,76.7,25.47,223,166,4,NA,NA,NA,0,7996_94_1996,n,NA,NA,NA,NA
1996-04-03T00:00:00Z,1996,94,7997,f,ad,7,76.7,25.45,195,108,2,NA,c,2,0,7997_94_1996,c,O,NA,NA,NA
1996-04-03T00:00:00Z,1996,94,7998,f,c,0,76.7,25.45,58,NA,NA,7.3,NA,NA,0,7998_94_1996,n,O,7997,7,2
1996-04-03T00:00:00Z,1996,94,7999,m,c,0,76.7,25.45,64,NA,NA,7.3,NA,NA,0,7999_94_1996,n,O,7997,7,2
1996-04-03T00:00:00Z,1996,94,23001,f,ad,9,76.43,24.51,NA,NA,2,NA,c,1,0,23001_94_1996,n,O,NA,NA,NA
1996-04-04T00:00:00Z,1996,95,23003,m,ad,9,76.567,25.11,243,171,4,NA,NA,NA,0,23003_95_1996,n,NA,NA,NA,NA
1996-04-04T00:00:00Z,1996,95,23004,f,ad,9,76.68,25.4,191,103,2,151,c,2,0,23004_95_1996,c,O,NA,NA,NA
1996-04-04T00:00:00Z,1996,95,23005,f,c,0,76.68,25.4,70,NA,NA,8.4,NA,NA,0,23005_95_1996,n,O,23004,9,2
1996-04-04T00:00:00Z,1996,95,23006,f,c,0,76.68,25.4,75,NA,3,9.5,NA,NA,0,23006_95_1996,n,O,23004,9,2
1996-04-06T00:00:00Z,1996,97,23007,f,ad,6,76.5,25,185,100,2,132,c,2,0,23007_97_1996,c,NA,NA,NA,NA
1996-04-06T00:00:00Z,1996,97,23008,m,c,0,76.5,25,71,NA,NA,8.7,NA,NA,0,23008_97_1996,n,NA,23007,6,2
1996-04-06T00:00:00Z,1996,97,23009,f,c,0,76.5,25,71,NA,NA,8.7,NA,NA,0,23009_97_1996,n,NA,23007,6,2
1996-04-06T00:00:00Z,1996,97,23010,f,ad,14,76.7,25.467,195,123,3,NA,c,2,0,23010_97_1996,c,O,NA,NA,NA
1996-04-06T00:00:00Z,1996,97,23011,f,c,0,76.7,25.467,74,NA,NA,10.4,NA,NA,0,23011_97_1996,n,O,23010,14,2
1996-04-06T00:00:00Z,1996,97,23012,m,c,0,76.7,25.467,79,NA,NA,12.5,NA,NA,0,23012_97_1996,n,O,23010,14,2
1996-04-07T00:00:00Z,1996,98,23013,f,ad,7,76.683,25.52,190,114,2,NA,c,2,0,23013_98_1996,c,O,NA,NA,NA
1996-04-07T00:00:00Z,1996,98,23014,f,c,0,76.683,25.52,79,NA,3,11.4,NA,NA,0,23014_98_1996,n,O,23013,7,2
1996-04-07T00:00:00Z,1996,98,23015,m,c,0,76.683,25.52,78,NA,3,12.4,NA,NA,0,23015_98_1996,n,O,23013,7,2
1996-04-09T00:00:00Z,1996,100,23016,f,ad,8,76.67,25.43,195,107,2,NA,c,2,0,23016_100_1996,c,O,NA,NA,NA
1996-04-09T00:00:00Z,1996,100,23017,f,c,0,76.67,25.43,80,NA,NA,12.2,NA,NA,0,23017_100_1996,n,O,23016,8,2
1996-04-09T00:00:00Z,1996,100,23018,m,c,0,76.67,25.43,76,NA,NA,12.4,NA,NA,0,23018_100_1996,n,O,23016,8,2
1996-04-10T00:00:00Z,1996,101,7940,f,ad,7,76.43,24.51,195,111,2,NA,c,2,0,7940_101_1996,c,O,NA,NA,NA
